Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Curazao|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Panamá|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Insumos para la industria grafica|0.38009903|0.4586125|0.21177125|0.24073401|0.43187982|0.073177919|0.19901457|0.15699698|0.46530396|0.54084098|0.30282158|0.29253313|0.21842641|0.27636358|0.33252856|0.20249832|0.27930927|0.54312915|0.37018341|0.34252426|0.43251854|0.1804297|0.32595634|0.36741233|0.31280774|0.30838972|0.49238867|0.24485102|0.22344893|0.13417818|0.30694139|0.3373591|0.24882783|0.23582596|0.38446945|0.34746489|0.11801647|0.44655424|0.4239307|0.037794083|0.18850109|0.37626636|0.17234632|0.092345864|0.15474072|0.12499595|0.21030614|0.44301611|0.1118954|0.20411327|0.20048983|0.13242778|0.19586939|0.24971193|0.1586204|1.0|0.22559902|0.20515455|0.094480217|0.1644555|0.12091881|0.46745256|0.28126743|0.11643942|0.19482385|0.087254554|0.36925021|0.16664544|0.22639409|0.13768584|0.47188073|0.29197568|0.17665005|1.0|0.24207312|0.13459773|0.13042313|0.17661102|0.1916324|0.1219555|0.19906017|0.17188554|0.23301047|0.24972805|0.10895644|0.56956518|0.18751165|0.26213455|0.082952589|0.12482929|0.15145589|0.069185309|0.2194422|0.16253552|0.21657662|0.16464806|0.15530419|0.30793083|0.22559367|0.18674985|0.13421148|0.16744453|0.20635727|0.2606684|0.20937483|0.29572999|0.1543946|0.092501819|0.1706365|0.20827281|0.14686498|0.288975|0.19645871|0.16129819|0.27021664|0.2534464|0.20370601|0.2779544|0.34464222|0.16720165|0.23265299|0.47663331|0.43780351|0.13158987|0.18876192|0.22356763|0.16488856|0.16515934|0.32749662|0.50377709|0.22250161|0.20477|0.15381947|0.069218442|0.25538218|0.20080778|0.19560874|0.16110888|0.095049918|0.36407611|0.12527552|0.18442053|0.35702217|0.19161882|0.18036732|0.12863055|0.21958072|0.14293279|0.46172184|0.20618457|0.1377095|0.19654229|0.28007001|0.40757811|0.25128686|0.16219084|0.21540146|0.19175805|0.13693787|0.27605897|0.2761842|0.13604042|0.20078103|0.28371134|0.13073985|1.0|0.12113495|0.15855256|0.35201031|0.22993864|0.14882064|0.45646119|0.21852545|0.17188175|0.17590654|0.22278634|0.49587494|0.16566789|0.24266791|0.30669102|0.12725754|0.13170938|0.329642
Jeans|0.54079056|0.77949172|0.77721661|0.55446374|0.36500144|0.42199665|0.51006478|0.61818445|0.43206146|0.59374368|0.70019478|0.65422684|0.68244064|0.75971192|0.60749865|0.60689008|0.54000384|0.40903425|0.48964983|0.59467661|0.32051924|0.52873969|0.65028232|0.63371557|0.67923576|0.38001081|0.59795475|0.59711659|0.41541436|0.25941586|0.42565882|0.7627238|0.73924661|0.086156152|0.62360597|0.015017765|0.71998602|0.18690725|0.75985974|0.61983317|0.50498825|0.25960475|0.34073976|0.55312407|0.87908727|0.24155568|0.4270702|0.27828979|0.58808672|0.49850363|0.36469045|0.88429022|0.5714016|0.65301585|0.53474331|1.0|0.45156997|0.50277185|0.72434783|0.73997694|0.52649254|0.017372884|0.63449633|0.49719286|0.42154318|0.74356878|0.11292617|0.29833159|0.39023307|0.26265678|0.95273852|0.26002243|0.60860288|1.0|0.8082099|0.26613113|0.25644925|0.59248894|0.60104096|0.84331405|0.49702111|0.26236337|0.6075381|0.24972805|0.46144873|0.15599278|0.50454295|0.26213455|0.60774076|0.75186563|0.4974874|0.64690173|0.3185696|0.38907525|0.2190349|0.47624946|0.6540494|0.38024303|0.095166877|0.507967|0.26099408|0.41527212|0.48472923|0.61270231|0.58540493|0.0|0.034117673|0.58589566|0.72131819|0.55630559|0.27095774|0.19952457|0.69791448|0.28594688|0.63193816|0.40804189|0.4918358|0.30850276|0.2831828|0.0|0.30441672|0.73090959|0.63971972|0.24037042|0.44137955|0.56388748|0.30825487|0.31856632|0.17947079|0.89781153|0.4201051|0.73976403|0.54089177|0.72738874|0.61822754|0.59783936|0.53547728|0.66496646|0.6770218|0.1205925|0.72253954|0.070543379|0.4585821|0.50045764|0.31766477|0.39732647|0.28547892|0.27050236|0.67436051|0.71996498|0.26960555|0.5815286|0.20200664|0.26286972|0.38763738|0.2691139|0.098571301|0.4629834|0.90214574|0.56392246|0.6290772|0.65363431|0.28588063|0.31384796|0.25536311|1.0|0.27223811|0.54470491|0.074647754|0.56038308|0.45752108|0.51221126|0.22947738|0.38164347|0.73461938|0.45586497|0.75413013|0.42056829|0.62706852|0.34438968|0.52014738|0.39628175|0.38097832
Joyería|0.494133|0.28919816|0.15681016|0.74839276|0.43961924|0.61891961|0.61258578|0.18244524|0.31304953|0.47762096|0.44083244|0.69968176|0.60953724|0.58089691|0.50198293|0.59698999|0.72958547|0.50782204|0.1630376|0.51373821|0.4024384|0.60282111|0.43835449|0.39371228|0.46232766|0.46541423|0.48019525|0.31192204|0.18892667|0.11560924|0.19022894|0.39451951|0.47101665|0.20984368|0.27501404|0.12148921|0.13652894|0.30817607|0.36634284|0.055375054|0.22174937|0.3199563|0.18440564|0.14381175|0.37893361|0.10409549|0.2524651|0.30337304|0.12047592|0.24578607|0.23680818|0.28316784|0.25165787|0.32072452|0.17352477|1.0|0.19788425|0.24375963|0.24510351|0.24015781|0.25978756|0.24893029|0.15415037|0.18504353|0.25484917|0.34231353|0.11292617|0.14184695|0.28256261|0.12064759|0.55513489|0.14139144|0.21304126|1.0|0.19109607|0.11720319|0.10938726|0.11513833|0.16267207|0.13603675|0.23417807|0.18503943|0.25498399|0.24972805|0.21061674|0.58674467|0.23209919|0.26213455|0.17649806|0.13685919|0.16428071|0.082507655|0.26122051|0.1837979|0.20352915|0.18327636|0.1878812|0.36352187|0.29463881|0.22599334|0.11122907|0.091724269|0.23613282|0.30751979|0.24990994|0.29572999|0.34552038|0.11890027|0.20901814|0.24821201|0.12344342|0.3427366|0.2346468|0.15882438|0.34118831|0.31947708|0.27258655|0.26742435|0.30243042|0.23411754|0.38255697|0.27535319|0.42727977|0.11028084|0.22038443|0.1619527|0.14163107|0.19542015|0.34772107|0.58244944|0.29149607|0.32546258|0.18862057|0.11933609|0.37389684|0.2203972|0.17161016|0.18423833|0.13112777|0.1205925|0.1843355|0.26895145|0.22827369|0.21552745|0.16066863|0.17290518|0.21477084|0.12165111|0.38303632|0.27045241|0.11643223|0.23030964|0.29069221|0.12579364|0.22258556|0.2029694|0.29424962|0.17538857|0.75133389|0.19742382|0.19841169|0.15042615|0.18255176|0.30566478|0.10992254|1.0|0.011235372|0.18237153|0.35201031|0.26571399|0.62517297|0.42387992|0.27182513|0.20157087|0.20944034|0.28835484|0.50112748|0.22475931|0.20676517|0.39171851|0.12725754|0.22892979|0.37300479
Leche|0.70169538|0.32160378|0.11559161|0.5348947|0.60895109|0.70465976|0.68208128|0.26065022|0.75017381|0.1640843|0.55436045|0.74895471|0.48777676|0.32303616|0.45582539|0.71145362|0.65840864|0.68476915|0.42308947|0.77357745|0.58030999|0.58080328|0.33269638|0.32596177|0.45887941|0.68824869|0.4868567|0.41859365|0.3063674|0.3655839|0.06847325|0.77024341|0.49189836|0.40362629|0.4866581|0.42789659|0.020625859|0.69554704|0.47641039|0.21534514|0.25866953|0.86169231|0.46090949|0.18671842|0.22140926|0.34557256|0.29835546|0.79934883|0.57765043|0.28462496|0.3908447|0.48871475|0.3088375|0.10587899|0.50863039|1.0|0.30704364|0.28365371|0.46638462|0.25470442|0.30437076|0.46381974|0.44784266|0.28571796|0.32498169|0.10022965|0.60380065|0.4278574|0.35417476|0.36621624|0.69138521|0.47017032|0.25286463|1.0|0.092800044|0.38053516|0.37203556|0.49941546|0.55475545|0.091233157|0.28152984|0.2819488|0.40481156|0.24972805|0.11543828|0.41124567|0.094746158|0.67150801|0.079774395|0.17133239|0.054434177|0.16033992|0.34516704|0.28571934|0.1730189|0.30849528|0.29705143|0.5966658|0.394512|0.27096725|0.36871833|0.50727123|0.28215337|0.35225922|0.29280433|0.29572999|0.29038715|0.29627717|0.37302211|0.29231188|0.3867186|0.20732932|0.36614513|0.42067999|0.44809562|0.32440931|0.25897753|0.057027876|0.50171071|0.15745543|0.55083513|0.24954161|0.080978677|0.3464987|0.17393914|0.34395796|0.4384166|0.31258667|0.33209822|0.71654993|0.081683129|0.16134976|0.24345893|0.115987|0.23417351|0.12010309|0.11854225|0.28841347|0.13571505|0.60188788|0.14400142|0.53678817|0.18315159|0.24315248|0.26346222|0.60438502|0.4237754|0.38755721|0.15388131|0.36653194|0.393168|0.28584296|0.45396948|0.0|0.3697972|0.30505636|0.24269074|0.2569589|0.16046476|0.62850332|0.25107324|0.31242269|0.1314981|0.42058218|0.36524507|1.0|0.43850788|0.69877756|0.35201031|0.077412099|0.69657505|0.33048809|0.30185065|0.24966389|0.15918231|0.38509187|0.58276504|0.67190498|0.38318831|0.3969118|0.46726996|0.35759395|0.38396508
Legumbres y hortalizas frescas|0.84270966|0.4664647|0.2263567|0.6920073|0.54189539|0.77512825|0.70265532|0.59273857|0.56839156|0.40416545|0.63523853|0.94245315|0.7076804|0.62778771|0.72400343|0.78336668|0.75416791|0.82504463|0.56470829|0.692505|0.49774379|0.80717659|0.65355182|0.3189249|0.73201823|0.74965525|0.60095656|0.35121799|0.27820328|0.18622164|0.24970219|0.59495354|0.71506339|0.36711016|0.47037837|0.21431759|0.64255923|0.18690725|0.42121166|0.26069397|0.32877231|0.78162533|0.20726222|0.22605352|0.60218614|0.17104687|0.23383345|0.81023127|0.82421589|0.27125841|0.21120545|0.1429421|0.16114226|0.18589307|0.47734606|1.0|0.38000491|0.33655849|0.66601259|0.64437026|0.36442918|0.19660684|0.30774426|0.34557676|0.29222521|0.61335897|0.11292617|0.21961486|0.29710579|0.18937077|0.61185092|0.10416641|0.29919216|1.0|0.24650908|0.18944965|0.18330772|0.16268225|0.15658936|0.20503992|0.23662621|0.20866497|0.41551399|0.24972805|0.29236725|0.20832378|0.33525109|0.26213455|0.13524276|0.42363149|0.12821166|0.63595659|0.29036322|0.30350882|0.29596409|0.3305755|0.3210105|0.32040814|0.37966812|0.34448451|0.18646768|0.51253885|0.33255959|0.42359096|0.12355664|0.29572999|0.25181431|0.31356764|0.38587496|0.36694884|0.19381145|0.18946843|0.38067245|0.33587426|0.39012182|0.25611216|0.27872041|0.14235574|0.21644652|0.12024764|0.3205488|0.45190486|0.34606171|0.1787378|0.31130886|0.64942145|0.22402909|0.32856449|0.73180485|0.63535529|0.26348525|0.41317022|0.21234593|0.60220009|0.0|0.206617|0.5897674|0.31170762|0.71020889|0.1205925|0.33739409|0.42638522|0.58519554|0.34051663|0.30799279|0.26105201|0.33887607|0.19214922|0.087732017|0.28058606|0.19127537|0.60298777|0.28329507|0.14447547|0.33115917|0.19391371|0.20811445|0.3095783|0.46399772|0.12705794|0.1939618|0.26394948|0.28340423|0.35355437|0.18299352|1.0|0.46493173|0.60756743|0.35201031|0.56999016|0.87145329|0.089749441|0.12461008|0.3248722|0.23214279|0.29604396|0.37135071|0.54769051|0.24950163|0.046181813|0.54681671|0.31205174|0.32407504
Llantas neumáticas|0.82774341|0.47975487|0.093504429|0.58759862|0.55753076|0.48154071|0.64710808|0.055298731|0.58175266|0.57432741|0.61500686|0.44949377|0.54103458|0.49474353|0.57651085|0.62656325|0.42495352|0.52007121|0.63983655|0.60281014|0.60794044|0.44218394|0.64717048|0.57124937|0.58243102|0.57291615|0.52532625|0.17199925|0.053584851|0.10935163|0.1375321|0.68282247|0.49485356|0.11137448|0.14672814|0.34137866|0.050846018|0.53925776|0.42663902|0.20805734|0.11455713|0.69506055|0.43854406|0.022496246|0.17188266|0.60688925|0.13582826|0.63669544|0.23252335|0.1348408|0.14791881|0.26518798|0.040234603|0.52189249|0.052120969|1.0|0.048411749|0.031727411|0.060325161|0.4862707|0.14630428|0.35320544|0.045501158|0.05633492|0.12179852|0.1154801|0.41833848|0.13491014|0.1605427|0.65317583|0.36708391|0.33835033|0.11994167|1.0|0.39729077|0.11058305|0.1030204|0.45677549|0.4767189|0.42608789|0.039002135|0.33640838|0.025881043|0.24972805|0.057587706|0.30840361|0.11280279|0.61045635|0.053082917|0.027891729|0.11725949|0.023584297|0.14094983|0.098202482|0.13058242|0.098498151|0.057092749|0.25919747|0.12380579|0.11367187|0.10494311|0.11075145|0.13498187|0.062695399|0.14704761|0.29572999|0.1543946|0.031072251|0.10313335|0.13210103|0.1170024|0.080052033|0.12651625|0.14269969|0.18947063|0.16466498|0.14159508|0.14779899|0.30999047|0.16104908|0.16257563|0.53632665|0.55138373|0.10598394|0.11585777|0.15944691|0.13445979|0.05528703|0.0415431|0.40973318|0.15456355|0.41059089|0.29745764|0.026605232|0.27801821|0.30050802|0.041483998|0.055536263|0.054089703|0.44299316|0.039493531|0.24499747|0.43841654|0.11890896|0.027730823|0.038582083|0.16612108|0.11519771|0.038105838|0.09473002|0.018775722|0.048989296|0.16078804|0.2080365|0.025557827|0.24712789|0.2346262|0.088356808|0.056090012|0.75166643|0.0057474906|0.37029991|0.11490083|0.35092986|0.10363787|1.0|0.036057018|0.45158684|0.35201031|0.086900584|0.66812813|0.22131503|0.053314339|0.11688038|0.073535174|0.1375573|0.32768989|0.14862053|0.022366263|0.11425918|0.30049723|0.12898409|0.36778986
Locomotoras y sus partes|0.30526957|0.32556856|0.36189783|0.26466805|0.80901968|0.58747011|0.60153669|0.28177488|0.51058471|0.36580265|0.52251577|0.47283164|0.44388023|0.60596389|0.47675952|0.5078454|0.3204723|0.61939585|0.45737749|0.46453756|0.65602648|0.48076808|0.80142367|0.24047217|0.2966435|0.53286988|0.63083357|0.47145581|0.33915806|0.56101501|0.6190713|0.47138506|0.47638428|0.52545506|0.33585593|0.5315311|0.47265685|0.67059988|0.32738584|0.2056063|0.4033505|0.60014671|0.68417263|0.47597647|0.49153838|0.68950999|0.34403962|0.22892448|0.42657501|0.29276928|0.42310944|0.24943423|0.33662254|0.4953202|0.5799486|1.0|0.44884679|0.6864109|0.1973743|0.41575044|0.43318772|0.6261189|0.49148959|0.59174716|0.38844311|0.48221928|0.55517781|0.62942529|0.41292617|0.53140748|0.75362194|0.46434197|0.36936557|1.0|0.62325668|0.58117247|0.56086898|0.62242812|0.35545227|0.43638355|0.33382511|0.33872372|0.42371887|0.24972805|0.27512714|0.69155222|0.39983761|0.26213455|0.50795323|0.21576318|0.34113932|0.22450796|0.42078117|0.36373886|0.71757048|0.40407658|0.33039266|0.62742746|0.53188664|0.41815636|0.43942198|0.66071379|0.39378971|0.50797844|0.3663629|0.29572999|0.57348138|0.54603839|0.39365143|0.44611445|0.57608366|0.50479424|0.42564565|0.58298117|0.52244484|0.56158555|0.39954907|0.55221456|0.59708881|0.5125708|0.59729898|0.45907071|0.56104147|0.51497614|0.2912755|0.3245942|0.65990913|0.35669339|0.55590725|0.77188027|0.45224807|0.35371327|0.70742846|0.17897871|0.17851911|0.30927879|0.28768912|0.23823482|0.37608188|0.55388308|0.59534848|0.5442661|0.39777547|0.55372697|0.35913211|0.26626053|0.53206158|0.56217527|0.59836566|0.41465747|0.57883018|0.54231995|0.37849861|0.57674325|0.34462327|0.26582336|0.55427903|0.30184883|0.63491684|0.38126236|0.40726292|0.3276633|0.58423227|0.47644892|0.55735773|1.0|0.46245441|0.60253185|0.35201031|0.56264609|0.95099139|0.62589031|0.49787411|0.49171489|0.29532367|0.44114679|0.98091221|0.20473358|0.47938943|0.5019086|0.12725754|0.77784884|0.56770486
Los demás (agroindustrial)|0.72966921|0.31382605|0.73548967|0.35229623|0.48083636|0.3779844|0.49242651|0.51422918|0.62993956|0.66718769|0.5834384|0.38778257|0.68023396|0.76581562|0.73928827|0.44018114|0.58609825|0.6540252|0.54374909|0.553433|0.62281382|0.55092061|0.63337845|0.5885008|0.34256727|0.6510855|0.63338476|0.45007709|0.43552148|0.5319882|0.54096514|0.6631583|0.54538238|0.46617031|0.43798035|0.48001048|0.7499755|0.58868819|0.513605|0.35483062|0.39101577|0.192554|0.59991348|0.51899529|0.61273032|0.48403776|0.42201108|0.25086179|0.29793864|0.25511381|0.39893329|0.30453238|0.61737967|0.65871376|0.56626159|1.0|0.34733927|0.69461566|0.71985352|0.61126816|0.74214429|0.27061793|0.32672948|0.32768026|0.37784588|0.65685314|0.48588133|0.59837735|0.39749768|0.50962383|0.7492404|0.43811694|0.85688496|1.0|0.87186635|0.54987121|0.53114176|0.35219193|0.26687551|0.4898746|0.8175565|0.41009623|0.33846033|0.24972805|0.26771921|0.94917649|0.38692817|0.26213455|0.56799972|0.318712|0.32414746|0.50103468|0.38093978|0.35369116|0.85945612|0.38232797|0.29062003|0.25124669|0.46889964|0.40814465|0.53826493|0.30906919|0.65397251|0.49887919|0.28231859|0.29572999|0.45123982|0.25994697|0.41237441|0.43400759|0.54809082|0.49175975|0.37268218|0.55498427|0.49215263|0.35750902|0.39038688|0.50955188|0.5508166|0.43868369|0.44388747|0.55024862|0.50005585|0.48897052|0.66806144|0.41040081|0.62955165|0.29756892|0.31757292|0.76061893|0.42401016|0.74936366|0.78090179|0.75743437|0.41306505|0.67254794|0.86276317|0.28210405|0.76870173|0.47637984|0.65900475|0.43536842|0.68856484|0.46312594|0.67810851|0.72865748|0.44933829|0.43295345|0.56649792|0.39321941|0.55072713|0.24296841|0.41292301|0.52780014|0.30732793|0.26366675|0.21027426|0.28640658|0.69037998|0.34912142|0.27066869|0.2738868|0.52082866|0.42347327|0.53033662|1.0|0.2106159|0.23510864|0.35201031|0.64382434|0.81521702|0.49874359|0.46582121|0.40470368|0.80917621|0.42034832|0.81524736|0.18984242|0.3343353|0.37806234|0.12725754|0.52368563|0.4588697
Los demás (agrícola)|0.17370209|0.17868678|0.21946526|0.33401582|0.17724323|0.16126257|0.14271185|0.061550029|0.23283789|0.16737837|0.11571597|0.34572989|0.18472831|0.19678947|0.23799044|0.10345697|0.16231728|0.42631483|0.13171721|0.18428305|0.34975427|0.27234608|0.39506108|0.33212316|0.19749032|0.31458646|0.1688844|0.080035731|0.092609867|0.16157791|0.08954145|0.26457322|0.46108925|0.18078543|0.2253862|0.37316933|0.4082967|0.48332286|0.076224662|0.38968435|0.062789619|0.20989215|0.22990856|0.059146419|0.21424031|0.15482758|0.072690874|0.091055065|0.30287036|0.083475105|0.07076706|0.170149|0.073384047|0.043567382|0.61695313|1.0|0.039128862|0.075134851|0.61084872|0.13467461|0.085261405|0.24363042|0.11199805|0.086905383|0.058154412|0.55069864|0.40356386|0.19692525|0.07363008|0.16824985|0.25605029|0.17026493|0.061944734|1.0|0.065887257|0.16570094|0.16045308|0.070964366|0.09102498|0.052252222|0.074459508|0.014695156|0.084698036|0.24972805|0.56017661|0.25826803|0.058232024|0.26213455|0.59353113|0.019060556|0.5098291|0.065854833|0.65719259|0.050874881|0.075481772|0.058333144|0.063950308|0.1448139|0.093018666|0.065022953|0.16172943|0.059523951|0.075127549|0.1150243|0.062314689|0.29572999|0.38757896|0.071181975|0.055560708|0.075457267|0.17286807|0.13139157|0.065714471|0.18446714|0.098262951|0.072340861|0.060342789|0.075353161|0.14543521|0.30052096|0.16021723|0.13433893|0.06471929|0.15987121|0.057098348|0.083777763|0.19833395|0.061722055|0.11428817|0.31099811|0.064841643|0.097919196|0.067433931|0.46653157|0.15768532|0.052210838|0.48663181|0.062091477|0.51953751|0.38953146|0.088491589|0.31707627|0.07948938|0.068150371|0.073551148|0.076398693|0.68033904|0.16898827|0.20817116|0.063937142|0.16811112|0.023734242|0.085385293|0.26286972|0.0070186178|0.059304155|0.30246159|0.079602994|0.082349278|0.14290373|0.090512186|0.097990848|0.06833069|0.090794429|0.16042818|1.0|0.15664163|0.064469889|0.35201031|0.54916245|0.44625223|0.43189928|0.10390334|0.057739273|0.069484234|0.070266061|0.24867883|0.42691621|0.12475352|0.06300839|0.29292178|0.06947621|0.1066726
Los demás metales comunes|0.39901751|0.19239023|0.29633251|0.19945765|0.40459457|0.45964348|0.3587206|0.37546754|0.24374546|0.36876994|0.44842505|0.46424705|0.25080881|0.43448254|0.43761128|0.28142691|0.38653517|0.45873016|0.44089252|0.25306904|0.2713657|0.41566008|0.44316101|0.20297171|0.44728759|0.27533793|0.31600118|0.59711659|0.54141617|0.25941586|0.59451002|0.25025842|0.42206371|0.49164283|0.54713255|0.40416718|0.27801168|0.69554704|0.39812565|0.31602362|0.50498825|0.091795102|0.63439697|0.36184853|0.25972873|0.24155568|0.53026962|0.37032783|0.45675087|0.41516647|0.48791677|0.15306629|0.40080959|0.50140297|0.26437286|1.0|0.52622259|0.50277185|0.28772444|0.29076135|0.52649254|0.42949677|0.51889229|0.42131957|0.49539268|0.29703885|0.57689273|0.29833159|0.51570666|0.26265678|0.83183646|0.50034052|0.4522303|1.0|0.33276594|0.26613113|0.25644925|0.41095799|0.38966897|0.30851927|0.49702111|0.44915727|0.52088988|0.24972805|0.46144873|0.5138157|0.50454295|0.26213455|0.30624884|0.32741147|0.37769765|0.35727781|0.47862452|0.5039956|0.53610808|0.50013|0.40905958|0.52877283|0.50508195|0.507967|0.26099408|0.41527212|0.48472923|0.61270231|0.42917937|0.29572999|0.49468365|0.42206639|0.49263734|0.55630559|0.27095774|0.46918702|0.53300291|0.28594688|0.63193816|0.37228441|0.4918358|0.46549776|0.36124563|0.46549153|0.6353569|0.32906127|0.35940444|0.24037042|0.44137955|0.46160683|0.30825487|0.43682337|0.41482705|0.89781153|0.54071712|0.3057155|0.35411769|0.54531276|0.32430252|0.39123181|0.44270098|0.39452255|0.30219412|0.57452661|0.39083847|0.46398902|0.26912621|0.59728074|0.44780511|0.4066028|0.49991459|0.27050236|0.57750553|0.51351035|0.26960555|0.42545223|0.51279837|0.49376941|0.573282|0.4030236|0.098571301|0.4629834|0.35719752|0.4184328|0.51812768|0.46803263|0.56989479|0.66193515|0.25536311|1.0|0.27223811|0.36623809|0.35201031|0.42280948|1.0|0.39081877|0.52472204|0.53123277|0.36973649|0.52059627|0.62958014|0.071860626|0.4664306|0.54902786|0.12725754|0.39628175|0.5599249
Los demás pescados frescos, congelados o refrigerados|0.35164827|0.52803409|0.51760167|0.69538331|0.39920259|0.54045355|0.092637405|0.14362025|0.27989805|0.35643047|0.31816167|0.5867787|0.35167748|0.26970553|0.53651136|0.4058378|0.61281395|0.38645399|0.60492373|0.24808407|0.87320256|0.54576981|0.73171127|0.47501868|0.45241189|0.44065261|0.5541293|0.22949418|0.20279634|0.33833051|0.14877519|0.52253532|0.33461624|0.1921483|0.32771388|0.33242023|0.47605324|0.38705567|0.41119272|0.093052074|0.1676787|0.68153572|0.51517975|0.082096323|0.083860956|0.31576502|0.19042075|0.22404665|0.4095816|0.11372547|0.1189251|0.11735794|0.18955797|0.082656264|0.15350801|1.0|0.64473855|0.1859473|0.53340358|0.64926988|0.20153734|0.3292385|0.22345112|0.19686821|0.17420542|0.11197148|0.32464188|0.39042747|0.21015185|0.33770531|0.44943982|0.023055596|0.15639365|1.0|0.14365962|0.34914806|0.34201127|0.076519415|0.20254652|0.11268961|0.18591937|0.16954345|0.17392907|0.24972805|0.71569026|0.33104348|0.032586388|0.26213455|0.1309329|0.13410765|0.067207687|0.11939869|0.208271|0.15698108|0.039742257|0.15386379|0.1501039|0.28442824|0.21033311|0.16723311|0.3391293|0.24229589|0.18729118|0.24060759|0.19076483|0.29572999|0.1543946|0.16625459|0.17587218|0.18952902|0.35630435|0.26182047|0.17810971|0.18950002|0.21450627|0.23621973|0.18475723|0.15829378|0.092179462|0.0|0.2700426|0.38590726|0.10128491|0.3156701|0.045585085|0.14300348|0.40407315|0.15405111|0.20819953|0.48311076|0.19672328|0.12863836|0.14375269|0.23390332|0.25201666|0.18150042|0.094169766|0.15601276|0.66346204|0.32941195|0.21439259|0.32483146|0.05236318|0.16169392|0.16756284|0.15182976|0.22488686|0.35490254|0.33316699|0.14362498|0.36267179|0.17338718|0.18471248|0.091661394|0.2382282|0.14812095|0.098571301|0.17908275|0.15645519|0.0|0.25699988|0.12486129|0.039302923|0.19031149|0.33567217|1.0|0.49660975|0.10833202|0.35201031|0.13750896|0.48471433|0.3490842|0.27511242|0.046352495|0.036729913|0.2061238|0.39127135|0.0052528288|0.05660174|0.0|0.35949671|0.066457614|0.2076014
